EmpID,EmpName,EngDt,TermDt,DepID,GenderID,RaceID,MgrID,DOB,PayRate,Level
316,"Deering, Nicola F",01/01/2015,09/Jul/2021,9,1,4,283,17/Nov/1970,,6
317,"Collingwood, Bevis W",02/03/2016,07/Jul/2021,4,0,3,278,24/Feb/1968,,7
318,"Simpson, Carmel L",06/03/2016,,8,1,3,232,18/May/1966,,6
319,"Rawson, Janet J",27/05/2015,,1,1,4,295,05/Nov/1990,,9
320,"Coppin, Sonia K",01/01/2015,,5,1,4,297,08/Oct/1967,,6
321,"Colley, Tracey A",01/01/2015,19/Jun/2016,3,1,2,285,09/Jul/1966,,6
322,"Shearer, Martin X",01/01/2015,12/Jul/2019,8,0,5,318,10/Nov/1989,,7
323,"Dawber, Leslie Q",10/03/2015,,8,0,2,318,15/Mar/1995,,7
324,"Channing, Jane Z",01/01/2015,,8,1,5,318,15/Dec/1986,,7
325,"Devlin, Anne L",01/05/2015,,8,1,3,318,04/Mar/1977,,7
326,"Gadd, Morag V",01/01/2015,,8,1,1,318,12/Nov/1993,,7
327,"Nielson, Julie T",01/01/2015,,9,1,3,283,02/Sep/1973,,6
328,"Swart, Joanna A",29/09/2015,18/May/2016,3,1,5,285,04/Feb/1971,,6
329,"Gibbs, Paul H",01/01/2015,,6,0,4,301,10/Aug/1971,,8
330,"Woodbridge, Catherine I",03/06/2017,,1,1,5,295,14/Jul/1972,,9
331,"Barrett, Angela W",11/05/2016,20/Jun/2023,8,1,1,318,29/Feb/1972,,7
332,"McCarthy, Leslie U",01/01/2015,,4,0,1,278,20/Nov/1976,,7
333,"Fleet, Joanna S",01/01/2015,,9,1,2,283,31/Oct/1977,,6
334,"Woodbridge, Colin P",01/01/2015,20/Jul/2021,3,0,3,285,06/Jan/1995,,6
335,"Gorton, Frances E",18/05/2015,,1,1,2,295,07/Jun/1980,,9
336,"Smith, Joanna J",01/01/2015,,5,1,5,297,10/Aug/1979,,6
337,"Wynn, Eunice X",01/01/2015,,1,1,5,295,24/Oct/1970,,9
338,"Coombs, Darren U",01/01/2015,26/Apr/2021,7,0,5,239,30/May/1955,,6
339,"Haigh, Joanne U",20/10/2016,,10,1,4,313,28/Dec/1977,,8
340,"Seabrook, George X",01/01/2015,,9,0,1,333,19/Feb/1979,,7
341,"Lloyd, Diana Z",15/07/2015,,8,1,1,331,20/Jun/1977,,8
342,"Henry, Syed A",20/01/2016,,6,0,1,301,23/Jan/1975,,8
343,"Wynn, Gary W",21/01/2015,02/Dec/2022,10,0,1,313,22/Sep/1989,,8
344,"Goddard, Catherine Q",01/01/2015,,2,1,2,240,18/May/1976,,5
345,"Morris, Paulin C",03/01/2015,14/Jan/2021,2,0,3,344,04/Jun/1971,,6
346,"MacMillan, Saleha M",01/01/2015,,6,1,1,301,21/May/1970,,8
347,"Gibbs, Gary P",31/12/2016,05/Jun/2022,4,0,4,332,24/Apr/1988,,8
348,"Dawber, Grace Q",07/07/2015,15/Sep/2018,7,1,4,338,06/Oct/1972,,7
349,"Fleet, Judy M",26/01/2015,,8,1,2,331,06/Nov/1980,,8
350,"Mistry, Roger I",17/07/2015,07/Jan/2019,10,0,1,313,07/Mar/1979,,8
351,"Woolley, Patricia C",04/03/2017,27/Jun/2019,8,1,2,331,06/Oct/1974,,8
352,"Hyslop, Antony C",01/01/2015,,9,0,5,333,01/Sep/1966,,7
353,"Gore, Joanna E",01/01/2015,16/Aug/2020,1,1,3,295,14/Oct/1979,,9
354,"Johnson, Eunice R",01/01/2015,,2,1,4,344,14/Oct/1973,,6
355,"Colley, Miroslawa P",01/01/2015,,5,1,2,336,07/Jul/1976,,7
356,"Seabrook, Patricia D",01/01/2015,29/Mar/2021,10,1,3,313,03/Dec/1953,,8
357,"Pooley, Syed L",25/02/2016,25/Jun/2023,3,0,1,334,16/Jul/1970,,7
358,"Watt, Darren T",01/01/2015,04/Apr/2017,7,0,3,338,08/Oct/1982,,7
359,"Lovett, Anastasia D",01/01/2015,,9,1,1,333,31/Aug/1971,,7
360,"John, Richard Z",25/04/2016,,6,0,2,346,31/Jul/1987,,9
361,"Haigh, Iris J",11/01/2015,21/Apr/2019,9,1,1,333,14/Jul/1976,,7
362,"Brant, Nicholas Q",24/01/2015,,7,0,1,338,17/Apr/1979,,7
363,"Colley, Tracey Z",21/03/2016,,4,1,3,332,19/Feb/1987,,8
364,"Barrett, Paul T",21/02/2015,20/Jul/2023,1,0,2,353,18/Mar/1983,,10
365,"Colley, Francis D",24/11/2017,,4,0,4,332,21/Sep/1978,,8
366,"Pooley, Kathryn O",13/07/2015,,9,1,5,333,22/Mar/1964,,7
367,"Scholes, Daniel F",11/06/2015,,4,0,5,332,11/Nov/1960,,8
368,"Nash, Chi P",03/06/2016,01/May/2022,7,0,3,338,27/Feb/1985,,7
369,"Watt, Karen X",05/05/2017,,1,1,4,353,12/Mar/1970,,10
370,"Pryde, Miroslawa Q",01/01/2015,15/Oct/2015,5,1,3,336,29/Nov/1966,,7
371,"MacMillan, Anastasia B",01/01/2015,,3,1,4,334,08/Feb/1956,,7
372,"Brant, Bevis R",03/06/2015,,1,0,1,353,17/Aug/1992,,10
373,"Rawson, Judy U",01/01/2015,08/Jun/2015,4,1,3,332,20/May/1980,,8
374,"Bennett, Bhavna A",01/01/2015,,9,1,2,333,29/Jan/1990,,7
375,"Coppin, Lynette P",01/01/2015,,6,1,4,346,30/Mar/1982,,9
376,"Goddard, Adrian D",01/01/2015,,5,0,5,336,29/Oct/1968,,7
377,"Johnson, Daniel A",01/01/2015,,7,0,3,338,27/Mar/1993,,7
378,"Murray, Colin W",01/01/2015,25/Oct/2022,6,0,1,346,25/Oct/1970,,9
379,"Mistry, Antony A",20/05/2015,,6,0,1,346,20/Jun/1970,,9
380,"Dawber, Edward E",19/03/2016,,3,0,1,334,22/Aug/1983,,7
381,"Shute, Morag S",03/03/2015,,5,1,2,336,15/Jan/1959,,7
382,"Gorton, Adele I",01/01/2015,,10,1,2,313,17/Sep/1973,,8
383,"Rawson, Kathryn M",16/07/2015,,8,1,5,331,21/Sep/1980,,8
384,"Nielson, Lesley X",26/06/2015,,10,1,4,313,10/Jun/1975,,8
385,"Woolley, Jeanne A",01/01/2015,,1,1,4,353,06/Jan/1995,,10
386,"Polizzi, Arthur P",16/03/2016,,4,0,1,332,08/Dec/1970,,8
387,"McCarthy, Leslie E",01/01/2015,31/May/2020,5,0,1,336,01/Feb/1992,,7
388,"Mills, Anna M",01/01/2015,,1,1,4,353,04/Jul/1974,,10
389,"Powell, Nicola C",12/01/2015,,10,1,5,384,17/Jul/1984,,9
390,"Parkes, Kathleen U",01/01/2015,,3,1,4,334,08/Jan/1989,,7
391,"Standen, Sharmin E",17/01/2016,18/Dec/2022,2,1,4,344,04/Apr/1964,,6
392,"Swart, Shane C",26/06/2016,,7,0,1,338,04/Mar/1983,,7
393,"Standen, Noella C",01/01/2015,,6,1,3,346,14/Jan/1977,,9
394,"Dawber, Nuala C",25/08/2016,27/Sep/2023,1,1,5,353,15/Aug/1972,,10
395,"Pooley, Herbert S",01/01/2015,,2,0,5,344,05/Mar/1967,,6
396,"McCarthy, Rajesh W",03/07/2015,,5,0,1,336,24/Mar/1971,,7
397,"Lloyd, Chi F",01/01/2015,,2,0,2,344,28/Mar/1969,,6
398,"Johnson, Gary Q",04/02/2016,,2,0,5,344,16/Aug/1978,,6
399,"Seabrook, David X",01/01/2015,,10,0,3,384,08/Mar/1969,,9
400,"Jackson, Christopher Z",01/01/2015,,8,0,3,331,06/Nov/1968,,8
401,"John, George N",10/04/2016,01/Oct/2017,3,0,3,334,28/Apr/1994,,7
402,"Haigh, Jayne P",07/03/2015,,10,1,4,384,10/Jan/1981,,9
403,"Fleet, Gary Y",01/01/2015,,10,0,4,384,28/Nov/1970,,9
404,"Hardy, Kay O",29/09/2015,,10,1,4,384,12/Nov/1977,,9
405,"MacMillan, Harry H",31/12/2016,,2,0,4,398,27/Feb/1981,,7
406,"Robinson, Joanna D",12/08/2015,,9,1,2,374,18/Dec/1981,,8
407,"Robinson, Antony Y",29/05/2015,,5,0,2,396,27/Aug/1973,,8
408,"Gorton, Emma V",01/01/2015,,5,1,1,396,20/Jan/1970,,8
409,"Richards, Diane P",01/01/2015,11/May/2020,5,1,3,396,07/Jul/1972,,8
410,"Ranson, Kevin J",27/09/2017,,3,0,4,334,13/Jun/1982,,7
411,"Johnson, Lynette C",22/07/2015,,1,1,4,394,23/Jul/1977,,11
412,"Devlin, Jayne W",15/11/2016,,7,1,2,392,10/May/1976,,8
413,"Wynn, Gill P",10/09/2017,,4,1,3,386,18/Nov/1969,,9
414,"Barrett, Irene M",01/01/2015,27/Dec/2016,7,1,5,392,07/Feb/1977,,8
415,"Andrews, Rosalie N",25/11/2015,,10,1,3,384,07/Jan/1985,,9
416,"Standen, Kenneth V",01/01/2015,19/Jul/2023,10,0,5,415,06/May/1963,,10
417,"Dingley, Dimitrios M",01/01/2015,,5,0,5,396,06/Mar/1964,,8
418,"Nielson, Ripduman Q",01/01/2015,,3,1,2,410,15/May/1974,,8
419,"MacMillan, Lesley J",02/05/2015,,8,1,2,331,02/Apr/1966,,8
420,"Henry, Grace Y",02/02/2015,06/Apr/2016,8,1,3,419,18/Dec/1968,,9
421,"Fleet, Diana J",06/02/2015,14/Aug/2022,10,1,4,415,08/Sep/1966,,10
422,"Johnson, Simone Z",01/01/2015,09/Jun/2018,7,1,2,392,18/Feb/1972,,8
423,"Rutherford, Elsie W",18/11/2015,,7,1,2,392,23/Jan/1981,,8
424,"Kenney, Lynnette I",09/01/2016,,6,1,4,346,28/Oct/1992,,9
425,"Woolley, Karen M",22/01/2015,29/Jun/2022,5,1,1,396,16/Apr/1973,,8
426,"Gore, Yvonne R",01/01/2015,14/Mar/2020,3,1,3,410,08/Mar/1971,,8
427,"Roberts, Anna C",01/01/2015,,3,1,3,410,11/Jun/1972,,8
428,"Brant, Kathryn D",01/08/2015,,7,1,4,392,22/May/1967,,8
429,"John, Dimitrios X",26/01/2016,,3,0,5,410,01/Nov/1986,,8
430,"Dawber, Ian W",15/05/2016,01/Apr/2023,3,0,2,410,21/Oct/1973,,8
431,"Hulme, Gwendolyn G",28/03/2016,,9,1,1,374,13/Jun/1971,,8
432,"Dawber, Kenneth M",15/11/2015,,6,0,1,424,12/Jan/1960,,10
433,"Hyslop, Leonard V",01/01/2015,,8,0,2,419,16/Jul/1975,,9
434,"Watt, Carol T",11/04/2015,,4,1,4,386,19/Oct/1976,,9
435,"King, Gwendolyn M",01/01/2015,,9,1,4,374,03/Jul/1974,,8
436,"Murray, Jonathan P",29/09/2015,03/Aug/2023,6,0,4,424,12/Sep/1976,,10
437,"Scholes, Joanne K",01/01/2015,,4,1,1,386,24/Aug/1973,,9
438,"Massie, Saleha K",01/01/2015,,7,1,4,392,28/Feb/1986,,8
439,"Watt, Kenneth Y",01/01/2015,,7,0,5,438,14/Mar/1989,,9
440,"Hardy, Patricia Q",01/01/2015,22/Jul/2020,2,1,5,398,08/Sep/1979,,7
441,"Morris, Nishma U",20/01/2015,04/Aug/2016,5,1,4,396,22/Apr/1979,,8
442,"Shelley, Katie A",12/09/2015,,9,1,5,374,06/Dec/1971,,8
443,"Richardson, Margaret U",01/01/2015,22/Jul/2023,8,1,2,419,20/Jul/1979,,9
444,"Field, Sonia R",27/07/2016,,8,1,1,419,15/Dec/1976,,9
445,"Parrett, Iris D",26/11/2015,15/May/2021,6,1,3,424,20/Oct/1967,,10
446,"Robinson, Nazma U",23/01/2015,,2,1,2,398,26/Feb/1958,,7
447,"Seabrook, Paulin E",01/01/2015,,5,0,2,441,09/May/1982,,9
448,"Devlin, Anne Y",01/01/2015,,7,1,5,438,06/Jul/1960,,9
449,"Walmsley, Antony P",28/08/2015,,1,0,2,394,15/May/1963,,11
450,"Gibbs, Joanne V",08/10/2016,,1,1,5,394,13/Oct/1996,,11
451,"Wright, Elisabeth G",01/01/2015,13/Dec/2021,3,1,2,410,13/Oct/1967,,8
452,"Coppin, Kathryn O",01/01/2015,,4,1,5,386,29/Feb/1972,,9
453,"Gilroy, Carol I",23/09/2016,,3,1,4,451,02/Mar/1974,,9
454,"Dawber, Diane I",07/08/2015,,9,1,3,374,05/Jul/1966,,8
455,"Fleet, Arthur E",01/01/2015,,5,0,1,441,07/Jun/1962,,9
456,"Woodbridge, Roy S",24/05/2015,,3,0,4,451,08/Feb/1975,,9
457,"Morris, Arthur M",01/01/2015,02/Jul/2020,7,0,5,438,20/Jul/1962,,9
458,"Johnson, Darren K",01/01/2015,,2,0,3,398,14/Nov/1979,,7
459,"Jarvis, John D",01/01/2015,19/Apr/2018,6,0,1,424,14/Sep/1972,,10
460,"Murray, Paulin N",09/05/2015,,7,0,4,438,26/Dec/1972,,9
461,"Shearer, Anastasia G",22/02/2016,02/Jun/2018,6,1,3,424,15/Nov/1969,,10
462,"Turner, Lesley G",25/01/2016,,2,1,3,398,15/Sep/1976,,7
463,"John, Harry G",01/01/2015,01/Apr/2020,10,0,5,415,28/Oct/1965,,10
464,"Webb, Kathryn E",01/01/2015,15/Jun/2022,2,1,2,398,31/Jul/1965,,7
465,"Shute, Adrian T",18/03/2016,25/Apr/2022,5,0,2,441,23/Apr/1989,,9
466,"Mistry, Saleha Z",04/02/2015,,5,1,1,441,03/Mar/1981,,9
467,"Devlin, Diane R",05/04/2015,,10,1,5,415,08/Dec/1973,,10
468,"Stevenson, Alan U",02/06/2015,,1,0,2,394,24/Jul/1984,,11
469,"Murray, David D",22/11/2015,,8,0,3,419,08/Mar/1960,,9
470,"Gorton, Bhavna U",01/01/2015,,3,1,4,451,12/Jul/1970,,9
471,"Nash, Iris P",01/01/2015,,2,1,4,464,20/Jan/1968,,8
472,"Hyslop, Edward O",01/01/2015,,7,0,1,438,29/Nov/1971,,9
473,"Woodbridge, Timothy P",01/01/2015,,8,0,5,419,04/Dec/1981,,9
474,"Woolley, Adam V",01/01/2015,20/Apr/2021,2,0,4,464,26/Mar/1971,,8
475,"Nielson, Colin D",01/01/2015,,8,0,5,473,11/Jul/1977,,10
476,"Gilroy, Joseph Q",10/11/2015,,6,0,2,424,21/Jul/1987,,10
477,"Shute, Frank H",01/01/2015,05/Jun/2019,1,0,4,394,22/Nov/1955,,11
478,"Mead, Gordon G",08/05/2016,,4,0,1,386,25/Feb/1986,,9
479,"Coombs, Maureen M",01/01/2015,,3,1,1,451,07/Mar/1976,,9
480,"Lewis, Phyllis E",27/06/2015,,1,1,3,394,02/Oct/1971,,11
481,"Deering, Brenda I",01/05/2015,29/Jul/2019,10,1,5,415,01/Aug/1988,,10
482,"Stevenson, Carmel E",01/01/2015,03/Jul/2016,5,1,1,441,13/Oct/1983,,9
483,"Wright, James T",23/04/2015,,1,0,3,480,12/May/1963,,12
484,"Walmsley, Noella H",01/01/2015,,7,1,5,438,10/Sep/1984,,9
485,"Shearer, Philip X",24/09/2015,,8,0,4,473,08/Nov/1973,,10
486,"Walmsley, Joanna V",01/01/2015,10/May/2017,9,1,1,374,23/Nov/1969,,8
487,"Crompton, Grace D",10/04/2016,,6,1,5,476,20/Feb/1972,,11
488,"Marsden, Peter F",01/01/2015,17/Jun/2015,7,0,2,484,03/Mar/1971,,10
489,"Ranson, Joanne D",01/01/2015,18/Mar/2017,1,1,3,480,06/Nov/1977,,12
490,"Mills, Herbert H",04/03/2015,,8,0,1,473,07/May/1971,,10
491,"MacMillan, Alan U",09/07/2015,,2,0,5,464,09/Sep/1968,,8
492,"Dawber, Liam B",01/01/2015,,5,0,2,441,19/Jan/1990,,9
493,"Richardson, Elizabeth F",01/01/2015,,2,1,2,464,25/Dec/1974,,8
494,"Powell, Colin T",30/06/2015,,9,0,1,486,05/Jul/1995,,9
495,"Woodbridge, Maureen W",16/06/2015,15/Jan/2020,4,1,4,386,03/Oct/1986,,9
496,"Richards, Nicola Y",01/01/2015,,5,1,1,492,27/Dec/1977,,10
497,"Shute, Anna I",06/11/2016,,5,1,2,492,22/Dec/1964,,10
498,"Fleet, Jayne K",01/01/2015,,3,1,5,451,06/Jun/1967,,9
499,"Kenney, Peter M",01/01/2015,,5,0,1,492,08/Jan/1968,,10
500,"Field, Miroslawa C",01/01/2015,24/Nov/2019,3,1,4,451,02/Apr/1973,,9
501,"Turner, Herbert O",28/11/2015,29/May/2021,4,0,1,495,24/Nov/1975,,10
502,"Channing, Grace J",01/01/2015,27/Sep/2019,6,1,1,476,10/Dec/1962,,11
503,"Seabrook, Dimitrios W",22/10/2015,24/Nov/2020,9,0,4,486,29/Jan/1973,,9
504,"Kenney, Kay Q",29/05/2015,27/Aug/2022,10,1,1,415,31/Dec/1972,,10
505,"Shelley, Carmel C",01/01/2015,,4,1,1,495,18/Jul/1979,,10
506,"Cousins, Sally U",24/08/2016,,2,1,1,464,07/May/1981,,8
507,"Polizzi, Angela C",01/01/2015,,10,1,4,504,17/Mar/1971,,11
508,"Hardy, Noella T",23/02/2015,,3,1,2,500,15/Dec/1976,,10
509,"Mead, Sonia C",02/05/2015,16/Mar/2021,8,1,1,473,29/Nov/1979,,10
510,"Henry, Francis V",01/01/2015,,5,0,3,492,22/Dec/1991,,10
511,"Watt, Harry K",01/01/2015,13/Jun/2023,3,0,5,500,29/Sep/1964,,10
512,"Rutherford, Leonard N",05/11/2015,,4,0,3,495,23/Jul/1993,,10
513,"Walmsley, Sonia S",22/04/2016,20/May/2019,1,1,2,480,05/Mar/1977,,12
514,"Mead, Adam R",03/04/2015,28/Dec/2015,8,0,5,473,03/Jan/1994,,10
515,"Lovett, Sandra X",01/01/2015,,2,1,4,464,11/May/1984,,8
516,"Rawson, Daniel F",01/01/2015,,8,0,3,473,03/Oct/1977,,10
517,"Stevenson, Leonard C",29/10/2016,,6,0,4,476,05/Jan/1971,,11
518,"Ranson, Thomas L",24/12/2015,,6,0,3,476,24/Nov/1982,,11
519,"Murray, Ann T",01/01/2015,,10,1,5,504,13/Jul/1972,,11
520,"Colley, Leonard W",15/07/2016,,8,0,3,516,26/Jul/1977,,11
521,"Hulme, Simon L",01/01/2015,02/Sep/2023,8,0,2,516,16/Dec/1990,,11
522,"Ranson, Kevin H",20/02/2015,,3,0,2,500,06/Feb/1971,,10
523,"Crompton, Colette C",29/04/2015,,1,1,4,480,03/Dec/1988,,12
524,"Rasul, Herbert S",01/01/2015,,10,0,3,504,01/Feb/1983,,11
525,"Fleet, George W",01/01/2015,22/Aug/2018,1,0,1,480,15/Jul/1976,,12
526,"Leyland, Antony K",01/01/2015,,3,0,2,500,03/Mar/1982,,10
527,"Bennett, Josie C",25/05/2015,,10,1,4,504,20/Aug/1972,,11
528,"Mistry, Saleha X",01/01/2015,,7,1,3,484,16/Mar/1972,,10
529,"Jackson, Lesley N",01/01/2015,,8,1,2,516,23/Dec/1964,,11
530,"Stevenson, Adam Y",01/01/2015,,10,0,3,504,10/May/1958,,11
531,"Ewart, Herbert Y",20/09/2015,03/Oct/2015,2,0,3,515,08/Oct/1986,,9
532,"Massie, Harry O",01/01/2015,,2,0,3,515,27/Aug/1971,,9
533,"Richards, Darren P",01/01/2015,,4,0,4,495,30/Apr/1982,,10
534,"Simpson, Karen B",01/01/2015,,7,1,2,484,04/Aug/1967,,10
535,"Marsden, Colin U",18/04/2015,,8,0,3,516,18/Dec/1971,,11
536,"Lovett, Frank W",01/01/2015,,1,0,4,480,10/Jan/1982,,12
537,"Gibbs, Alison F",01/01/2015,,3,1,3,500,20/Jan/1973,,10
538,"Haigh, Douglas W",01/01/2015,,10,0,1,504,20/Oct/1970,,11
539,"Turner, Jayne T",04/02/2016,,5,1,3,492,25/Dec/1990,,10
540,"John, Anna Z",01/01/2015,,7,1,4,484,01/May/1977,,10
541,"Richardson, Hannah N",24/04/2015,27/May/2021,8,1,3,516,17/Jan/1965,,11
542,"Cousins, Leigh O",01/01/2015,,3,0,3,500,20/Jul/1972,,10
543,"Gore, Jonathan Z",01/01/2015,,6,0,5,476,11/Mar/1977,,11
544,"Coppin, Davide B",13/11/2015,,4,0,1,495,03/Aug/1988,,10
545,"Field, Catherine T",06/03/2015,,5,1,1,492,11/Mar/1995,,10
546,"Gadd, Eunice H",09/09/2015,,8,1,1,516,27/Aug/1974,,11
547,"Massie, Samantha R",01/01/2015,,5,1,1,545,04/Jul/1971,,11
548,"Mistry, Tirzah F",30/05/2015,08/Sep/2022,6,1,3,476,19/Dec/1980,,11
549,"Lloyd, Thomas Y",21/02/2015,,7,0,5,484,14/Dec/1992,,10
550,"Marsden, Daniel E",01/01/2015,,1,0,3,536,18/Nov/1975,,13
551,"Mistry, Elizabeth Z",15/02/2015,,6,1,5,548,09/Sep/1969,,12
552,"Pooley, Eileen R",01/01/2015,,8,1,2,546,11/May/1959,,12
553,"MacMillan, Gordon J",01/01/2015,,8,0,2,546,23/Jul/1962,,12
554,"Swart, Leslie L",01/01/2015,,5,0,5,545,19/Mar/1979,,11
555,"Green, Bevis A",12/08/2016,04/Aug/2022,3,0,3,542,19/Apr/1974,,11
556,"Hardy, Bhavna N",16/08/2015,,3,1,1,542,21/Feb/1995,,11
557,"Dingley, Brigitte D",01/01/2015,26/Aug/2018,2,1,1,515,10/Oct/1973,,9
558,"Gore, Francis F",01/01/2015,,4,0,1,495,19/Jun/1986,,10
559,"Parke, Rebecca A",01/01/2015,,10,1,4,538,28/May/1981,,12
560,"Jones, Selina Z",01/01/2015,,5,1,3,545,05/Oct/1974,,11
561,"Jones, Richard J",01/01/2015,,3,0,3,542,31/Jul/1955,,11
562,"Mistry, Philip Q",06/06/2015,,4,0,4,558,15/Jan/1967,,11
563,"Lloyd, Paulin B",01/01/2015,24/Dec/2020,1,0,5,536,04/Apr/1970,,13
564,"Smith, Christopher E",17/06/2015,21/May/2016,9,0,5,486,01/Dec/1978,,9
565,"Collingwood, Dimitrios G",10/11/2017,,6,0,2,548,19/Nov/1988,,12
566,"Pooley, Miroslawa W",01/01/2015,,6,1,1,548,21/Jun/1979,,12
567,"Richards, George I",17/12/2015,05/May/2022,1,0,4,536,02/Aug/1966,,13
568,"Morris, Elisabeth G",17/04/2015,,9,1,4,486,29/Oct/1973,,9
569,"Dawber, Kenneth Y",01/01/2015,,4,0,5,558,06/Jan/1995,,11
570,"Lovett, Sonia B",17/07/2015,,6,1,4,548,27/Nov/1970,,12
571,"Hardy, Graham Z",01/03/2016,27/Jun/2018,3,0,3,542,27/Jan/1972,,11
572,"Lloyd, Helen J",21/08/2015,,8,1,4,546,06/Mar/1991,,12
573,"Lloyd, Elsie Q",01/01/2015,02/Jun/2019,1,1,5,536,30/Nov/1973,,13
574,"Webb, Paulin K",01/01/2015,,8,0,1,546,13/Oct/1965,,12
575,"Cousins, Daniel F",01/01/2015,,2,0,5,515,17/Apr/1985,,9
576,"Lewis, Julie S",14/07/2015,,1,1,3,536,23/Sep/1965,,13
577,"Wynn, Daniel K",29/04/2015,14/Apr/2023,2,0,4,515,31/Mar/1969,,9
578,"Walmsley, Rebecca A",04/11/2015,,6,1,1,548,12/Nov/1969,,12
579,"Channing, Frances C",03/02/2015,,1,1,3,536,06/Mar/1981,,13
580,"Kenney, George K",01/01/2015,14/Nov/2016,2,0,2,515,04/Apr/1964,,9
581,"Morris, Jeanne L",03/02/2015,,10,1,1,538,16/Jun/1974,,12
582,"Housley, Anastasia C",09/01/2015,14/Aug/2016,3,1,5,542,01/Sep/1978,,11
583,"Bland, Sarah W",01/01/2015,,4,1,5,558,26/Apr/1952,,11
584,"Goddard, Laura P",16/10/2015,,5,1,4,545,29/Nov/1988,,11
585,"Dingley, John Y",01/01/2015,02/Jan/2021,10,0,2,538,21/Dec/1961,,12
586,"Colley, Iris T",01/01/2015,,5,1,2,545,02/Feb/1970,,11
587,"Woolley, Sandra Q",28/05/2015,12/Sep/2016,7,1,3,484,21/Jul/1981,,10
588,"Walmsley, Selina M",01/01/2015,28/Jun/2021,3,1,3,542,14/Sep/1974,,11
589,"Parrett, Alan A",03/01/2016,,6,0,5,548,05/Jun/1966,,12
590,"Collingwood, Gill D",29/01/2015,,4,1,3,558,28/Mar/1970,,11
591,"Richards, Karen O",11/10/2015,,2,1,4,580,24/Jun/1989,,10
592,"Goddard, Dimitrios F",01/01/2015,08/Dec/2016,2,0,1,580,06/Dec/1988,,10
593,"Woodbridge, Laura W",18/02/2015,,1,1,4,579,21/Jan/1981,,14
594,"Goddard, Adrian L",01/01/2015,,5,0,3,545,16/Sep/1979,,11
595,"Gorton, Douglas U",01/01/2015,,3,0,2,588,18/Jun/1977,,12
596,"Gadd, Jonathan X",01/01/2015,,4,0,5,558,11/Aug/1967,,11
597,"Woodbridge, Helen O",01/01/2015,,10,1,1,538,28/Jan/1983,,12
598,"Lovett, Antony V",17/08/2015,25/Sep/2021,2,0,2,580,21/Mar/1974,,10
599,"Lloyd, Bhavna N",01/01/2015,31/Jan/2015,6,1,4,589,05/Sep/1983,,13
600,"Pryde, Olu T",18/06/2016,,5,0,3,594,08/Apr/1975,,12
601,"Morris, Darren J",01/01/2015,,7,0,3,587,10/Jul/1972,,11
602,"Primrose, David L",25/05/2016,,10,0,4,538,25/Oct/1979,,12
603,"Gilroy, Rajesh X",01/01/2015,19/Jul/2017,3,0,3,588,18/Dec/1976,,12
604,"Murray, Russell X",01/01/2015,,8,0,2,546,26/Dec/1977,,12
605,"Rasul, Roger I",08/10/2015,,6,0,2,589,05/Jan/1978,,13
606,"Roberts, Roy K",01/01/2015,,1,0,2,579,25/Mar/1969,,14
607,"Lovett, Saleha B",22/06/2015,,10,1,1,538,16/Nov/1990,,12
608,"Sheldrick, Adam N",01/01/2015,16/Jul/2015,7,0,2,587,07/Dec/1981,,11
609,"Haigh, Adam S",01/01/2015,20/Oct/2018,1,0,3,579,05/Jan/1972,,14
610,"Norman, George Y",19/08/2015,27/Jan/2021,1,0,4,579,07/Aug/1973,,14
611,"Cousins, Diana E",01/01/2015,,9,1,1,486,07/Mar/1989,,9
612,"Gorton, Tracey S",01/03/2015,,6,1,3,589,16/Dec/1987,,13
613,"Fleet, Stuart P",30/04/2016,,6,0,2,589,26/Mar/1985,,13
614,"Devlin, Angela D",22/06/2015,,3,1,1,588,27/Mar/1961,,12
615,"Bland, Gary J",19/09/2015,,6,0,1,589,21/Mar/1977,,13
616,"Stevenson, Nicola R",01/01/2015,,10,1,4,607,19/Dec/1960,,13
617,"Jackson, Sally E",07/07/2016,,5,1,2,594,26/Feb/1990,,12
618,"Haigh, Gwendolyn E",30/01/2016,,2,1,1,580,28/Jun/1970,,10
619,"Deering, Kenneth W",13/09/2015,,3,0,3,588,04/Jul/1987,,12
620,"McCarthy, Lesley P",20/03/2015,16/Jun/2019,1,1,3,579,13/Oct/1970,,14
621,"Pooley, Chi O",20/11/2015,07/Aug/2016,2,0,1,580,29/Jul/1981,,10
622,"Webb, Irene F",13/06/2016,,1,1,3,579,24/Jun/1962,,14
623,"Jarvis, Adam T",24/06/2016,30/Sep/2023,6,0,5,589,18/Jun/1990,,13
624,"Crompton, Darren O",02/01/2016,21/May/2020,6,0,1,623,21/Jul/1980,,14
625,"Barrett, David Z",01/01/2015,07/Aug/2017,2,0,1,580,14/Mar/1968,,10
626,"Wright, Jean L",05/02/2015,16/May/2020,4,1,4,558,03/Nov/1974,,11
627,"Murray, Gill F",14/07/2016,,8,1,5,546,01/Dec/1981,,12
628,"Murray, Ripduman U",01/01/2015,23/Dec/2017,7,1,2,587,28/Sep/1964,,11
629,"Housley, Gill N",24/08/2015,,8,1,5,627,01/Oct/1976,,13
630,"Housley, Christopher Y",01/01/2015,09/Jun/2015,6,0,1,623,04/Feb/1976,,14
631,"Rawson, Leslie J",01/01/2015,09/Aug/2015,4,0,5,626,03/Nov/1968,,12
632,"Sheldrick, Morag K",01/01/2015,,8,1,4,627,02/Feb/1983,,13
